symbol,date,open,high,low,close,volume,asset,source,provenance
ETHUSD,2024-10-01,2602.24,2659.0,2414.0,2447.79,502828.6804,crypto,binance,ohlc
ETHUSD,2024-10-02,2447.78,2499.0,2352.0,2364.1,317484.735,crypto,binance,ohlc
ETHUSD,2024-10-03,2364.09,2403.38,2310.0,2349.8,314635.9263,crypto,binance,ohlc
ETHUSD,2024-10-04,2349.8,2441.64,2339.15,2414.41,239383.017,crypto,binance,ohlc
ETHUSD,2024-10-05,2414.41,2428.23,2390.05,2414.66,103740.2316,crypto,binance,ohlc
ETHUSD,2024-10-06,2414.66,2457.8,2407.0,2440.03,105752.7096,crypto,binance,ohlc
ETHUSD,2024-10-07,2440.02,2521.0,2403.0,2422.71,300459.5407,crypto,binance,ohlc
ETHUSD,2024-10-08,2422.7,2466.66,2401.18,2440.89,201358.3312,crypto,binance,ohlc
ETHUSD,2024-10-09,2440.88,2473.61,2351.42,2370.47,242082.2725,crypto,binance,ohlc
ETHUSD,2024-10-10,2370.47,2421.36,2330.66,2386.49,257862.9619,crypto,binance,ohlc
ETHUSD,2024-10-11,2386.49,2471.45,2381.86,2439.5,235441.2197,crypto,binance,ohlc
ETHUSD,2024-10-12,2439.49,2490.51,2434.35,2476.4,139637.5062,crypto,binance,ohlc
ETHUSD,2024-10-13,2476.4,2484.92,2436.4,2468.91,120022.8179,crypto,binance,ohlc
ETHUSD,2024-10-14,2468.92,2654.0,2443.39,2629.79,435900.1619,crypto,binance,ohlc
ETHUSD,2024-10-15,2629.79,2688.6,2537.36,2607.41,416285.6663,crypto,binance,ohlc
ETHUSD,2024-10-16,2607.41,2647.79,2588.67,2611.1,260322.4242,crypto,binance,ohlc
ETHUSD,2024-10-17,2611.1,2648.37,2575.4,2605.8,221624.5434,crypto,binance,ohlc
ETHUSD,2024-10-18,2605.79,2675.58,2596.49,2642.17,292444.1153,crypto,binance,ohlc
ETHUSD,2024-10-19,2642.17,2663.49,2631.02,2648.2,105413.7646,crypto,binance,ohlc
ETHUSD,2024-10-20,2648.2,2759.0,2635.54,2746.91,256910.7448,crypto,binance,ohlc
ETHUSD,2024-10-21,2746.91,2769.48,2655.01,2666.7,310674.7232,crypto,binance,ohlc
ETHUSD,2024-10-22,2666.71,2671.92,2606.56,2622.81,265747.713,crypto,binance,ohlc
ETHUSD,2024-10-23,2622.81,2628.2,2450.0,2524.61,352647.7086,crypto,binance,ohlc
ETHUSD,2024-10-24,2524.6,2562.65,2507.31,2535.82,290851.7842,crypto,binance,ohlc
ETHUSD,2024-10-25,2535.82,2566.33,2382.59,2440.62,514799.8822,crypto,binance,ohlc
ETHUSD,2024-10-26,2440.63,2508.0,2430.12,2482.51,248724.8313,crypto,binance,ohlc
ETHUSD,2024-10-27,2482.51,2527.99,2464.13,2507.8,137580.8836,crypto,binance,ohlc
ETHUSD,2024-10-28,2507.8,2589.67,2471.67,2567.48,360605.327,crypto,binance,ohlc
ETHUSD,2024-10-29,2567.49,2681.86,2561.2,2638.8,451915.7025,crypto,binance,ohlc
ETHUSD,2024-10-30,2638.8,2722.3,2599.66,2659.19,460627.126,crypto,binance,ohlc
ETHUSD,2024-10-31,2659.19,2669.0,2503.0,2518.61,403427.2017,crypto,binance,ohlc
ETHUSD,2024-11-01,2518.61,2586.8,2467.67,2511.49,430249.1073,crypto,binance,ohlc
ETHUSD,2024-11-02,2511.49,2523.45,2470.0,2494.23,145961.13,crypto,binance,ohlc
ETHUSD,2024-11-03,2494.23,2496.39,2411.0,2457.73,276009.1197,crypto,binance,ohlc
ETHUSD,2024-11-04,2457.73,2491.39,2357.59,2398.21,306316.9645,crypto,binance,ohlc
ETHUSD,2024-11-05,2398.21,2480.0,2380.74,2422.55,331619.2545,crypto,binance,ohlc
ETHUSD,2024-11-06,2422.6,2744.7,2420.3,2721.87,1002141.3618,crypto,binance,ohlc
ETHUSD,2024-11-07,2721.88,2916.11,2699.49,2895.47,730845.9524,crypto,binance,ohlc
ETHUSD,2024-11-08,2895.47,2981.69,2886.4,2961.75,568864.435,crypto,binance,ohlc
ETHUSD,2024-11-09,2961.75,3157.4,2953.71,3126.21,526719.4212,crypto,binance,ohlc
ETHUSD,2024-11-10,3126.2,3248.52,3069.0,3183.21,865536.7322,crypto,binance,ohlc
ETHUSD,2024-11-11,3183.2,3387.61,3105.0,3371.59,1000093.9664,crypto,binance,ohlc
ETHUSD,2024-11-12,3371.59,3442.5,3207.67,3243.8,973215.7285,crypto,binance,ohlc
ETHUSD,2024-11-13,3243.79,3331.0,3116.69,3187.16,919686.3747,crypto,binance,ohlc
ETHUSD,2024-11-14,3187.16,3240.4,3028.56,3058.82,605780.6662,crypto,binance,ohlc
ETHUSD,2024-11-15,3058.81,3131.06,3014.5,3090.01,519623.6317,crypto,binance,ohlc
ETHUSD,2024-11-16,3090.01,3219.97,3072.0,3132.87,423639.1573,crypto,binance,ohlc
ETHUSD,2024-11-17,3132.88,3162.11,3034.99,3076.0,449818.9575,crypto,binance,ohlc
ETHUSD,2024-11-18,3075.99,3224.94,3050.01,3207.8,640658.4357,crypto,binance,ohlc
ETHUSD,2024-11-19,3207.81,3221.2,3065.4,3107.44,500112.0194,crypto,binance,ohlc
ETHUSD,2024-11-20,3107.45,3159.2,3029.41,3069.97,503607.8336,crypto,binance,ohlc
ETHUSD,2024-11-21,3069.97,3386.73,3032.59,3355.81,974923.3035,crypto,binance,ohlc
ETHUSD,2024-11-22,3355.88,3425.92,3257.54,3327.78,603273.7093,crypto,binance,ohlc
ETHUSD,2024-11-23,3327.78,3497.51,3312.72,3393.91,721024.0009,crypto,binance,ohlc
ETHUSD,2024-11-24,3393.91,3450.0,3281.4,3361.2,479098.0921,crypto,binance,ohlc
ETHUSD,2024-11-25,3361.21,3546.66,3300.01,3414.49,949330.37,crypto,binance,ohlc
ETHUSD,2024-11-26,3414.49,3462.49,3252.0,3324.73,672367.1503,crypto,binance,ohlc
ETHUSD,2024-11-27,3324.74,3684.92,3302.4,3653.28,754573.6485,crypto,binance,ohlc
ETHUSD,2024-11-28,3653.27,3661.92,3529.76,3578.79,560976.425,crypto,binance,ohlc
ETHUSD,2024-11-29,3578.8,3647.98,3534.28,3592.21,425493.2449,crypto,binance,ohlc
ETHUSD,2024-11-30,3592.22,3738.98,3568.4,3703.6,503684.7485,crypto,binance,ohlc
ETHUSD,2024-12-01,3703.59,3746.8,3659.2,3707.61,429089.2633,crypto,binance,ohlc
ETHUSD,2024-12-02,3707.61,3760.0,3554.32,3643.42,737130.569,crypto,binance,ohlc
ETHUSD,2024-12-03,3643.43,3670.0,3500.0,3614.51,678400.2032,crypto,binance,ohlc
ETHUSD,2024-12-04,3614.51,3887.24,3614.51,3837.8,968744.0399,crypto,binance,ohlc
ETHUSD,2024-12-05,3837.8,3956.0,3677.0,3785.2,946493.276,crypto,binance,ohlc
ETHUSD,2024-12-06,3785.21,4087.73,3777.26,3998.87,803855.1146,crypto,binance,ohlc
ETHUSD,2024-12-07,3998.87,4024.46,3968.0,3996.22,283920.02,crypto,binance,ohlc
ETHUSD,2024-12-08,3996.22,4015.58,3923.5,4004.15,251362.1685,crypto,binance,ohlc
ETHUSD,2024-12-09,4004.15,4006.17,3509.0,3712.0,939642.2001,crypto,binance,ohlc
ETHUSD,2024-12-10,3712.0,3780.76,3515.89,3628.25,942206.0337,crypto,binance,ohlc
ETHUSD,2024-12-11,3628.24,3848.64,3562.34,3831.81,461818.7801,crypto,binance,ohlc
ETHUSD,2024-12-12,3831.82,3987.41,3796.8,3881.61,572098.6343,crypto,binance,ohlc
ETHUSD,2024-12-13,3881.6,3968.47,3852.94,3906.8,387765.6873,crypto,binance,ohlc
ETHUSD,2024-12-14,3906.8,3945.0,3825.03,3870.29,265538.9479,crypto,binance,ohlc
ETHUSD,2024-12-15,3870.3,3974.61,3831.5,3959.09,253833.2141,crypto,binance,ohlc
ETHUSD,2024-12-16,3959.09,4107.8,3884.0,3986.24,673351.0723,crypto,binance,ohlc
ETHUSD,2024-12-17,3986.24,4041.82,3847.96,3893.01,450825.9861,crypto,binance,ohlc
ETHUSD,2024-12-18,3893.01,3907.19,3617.42,3626.8,722505.0618,crypto,binance,ohlc
ETHUSD,2024-12-19,3626.8,3720.0,3326.8,3417.01,1078153.4851,crypto,binance,ohlc
ETHUSD,2024-12-20,3417.01,3497.84,3101.9,3472.21,1332783.731,crypto,binance,ohlc
ETHUSD,2024-12-21,3472.2,3555.18,3293.11,3338.92,475275.82,crypto,binance,ohlc
ETHUSD,2024-12-22,3338.92,3403.0,3221.1,3281.83,361920.2495,crypto,binance,ohlc
ETHUSD,2024-12-23,3281.83,3466.99,3216.97,3422.53,488253.41,crypto,binance,ohlc
ETHUSD,2024-12-24,3422.53,3539.65,3358.19,3493.18,315723.6763,crypto,binance,ohlc
ETHUSD,2024-12-25,3493.17,3547.95,3440.93,3497.0,219846.0452,crypto,binance,ohlc
ETHUSD,2024-12-26,3497.0,3514.94,3304.63,3335.05,310170.1719,crypto,binance,ohlc
ETHUSD,2024-12-27,3335.04,3444.16,3306.6,3333.51,342529.6038,crypto,binance,ohlc
ETHUSD,2024-12-28,3333.51,3428.68,3322.23,3404.0,175963.613,crypto,binance,ohlc
ETHUSD,2024-12-29,3404.01,3413.78,3326.17,3356.48,156256.8819,crypto,binance,ohlc
ETHUSD,2024-12-30,3356.48,3437.59,3305.0,3361.84,420794.6476,crypto,binance,ohlc
ETHUSD,2024-12-31,3361.83,3451.0,3315.59,3337.78,303053.1685,crypto,binance,ohlc
