symbol,date,open,high,low,close,volume,asset,source,provenance
ETHUSD,2022-01-03,3828.11,3853.09,3680.0,3765.89,236245.8586,crypto,binance,ohlc
ETHUSD,2022-01-04,3765.89,3900.73,3713.11,3785.11,288258.5549,crypto,binance,ohlc
ETHUSD,2022-01-05,3785.1,3848.0,3415.0,3540.63,397942.0363,crypto,binance,ohlc
ETHUSD,2022-01-06,3539.82,3550.43,3300.0,3406.81,496745.7413,crypto,binance,ohlc
ETHUSD,2022-01-07,3406.81,3416.76,3064.42,3199.24,669631.7262,crypto,binance,ohlc
ETHUSD,2022-01-08,3198.68,3250.0,3000.0,3080.95,400692.1061,crypto,binance,ohlc
ETHUSD,2022-01-09,3080.98,3211.72,3057.35,3151.97,275874.1643,crypto,binance,ohlc
ETHUSD,2022-01-10,3151.97,3185.0,2928.83,3082.68,529818.3866,crypto,binance,ohlc
ETHUSD,2022-01-11,3082.87,3263.54,3051.8,3239.72,362446.7087,crypto,binance,ohlc
ETHUSD,2022-01-12,3239.73,3411.43,3206.2,3371.26,370465.8015,crypto,binance,ohlc
ETHUSD,2022-01-13,3371.6,3410.0,3233.43,3240.61,336234.8799,crypto,binance,ohlc
ETHUSD,2022-01-14,3240.61,3342.79,3188.0,3307.42,285326.3505,crypto,binance,ohlc
ETHUSD,2022-01-15,3307.42,3371.64,3261.0,3326.04,203100.3778,crypto,binance,ohlc
ETHUSD,2022-01-16,3326.51,3393.6,3269.62,3346.88,210782.2277,crypto,binance,ohlc
ETHUSD,2022-01-17,3346.89,3357.57,3141.1,3209.67,284063.6548,crypto,binance,ohlc
ETHUSD,2022-01-18,3209.68,3243.87,3082.0,3159.85,299134.2728,crypto,binance,ohlc
ETHUSD,2022-01-19,3159.85,3174.87,3000.0,3084.02,332996.5703,crypto,binance,ohlc
ETHUSD,2022-01-20,3084.02,3273.37,2987.15,3001.48,357596.7062,crypto,binance,ohlc
ETHUSD,2022-01-21,3001.48,3034.12,2403.0,2568.15,1022021.70024,crypto,binance,ohlc
ETHUSD,2022-01-22,2567.47,2626.0,2300.0,2412.18,1081357.54893,crypto,binance,ohlc
ETHUSD,2022-01-23,2412.18,2556.78,2370.8,2539.01,580497.7613,crypto,binance,ohlc
ETHUSD,2022-01-24,2539.0,2539.75,2159.0,2439.29,1123134.70389,crypto,binance,ohlc
ETHUSD,2022-01-25,2439.56,2506.55,2348.96,2458.83,510152.954,crypto,binance,ohlc
ETHUSD,2022-01-26,2459.04,2722.0,2402.03,2462.99,806441.62289,crypto,binance,ohlc
ETHUSD,2022-01-27,2463.0,2521.0,2316.43,2424.25,599481.7159,crypto,binance,ohlc
ETHUSD,2022-01-28,2424.02,2558.98,2357.88,2544.99,485149.8065,crypto,binance,ohlc
ETHUSD,2022-01-29,2544.99,2636.66,2520.01,2601.43,376666.8246,crypto,binance,ohlc
ETHUSD,2022-01-30,2601.43,2640.0,2542.5,2601.68,290770.0859,crypto,binance,ohlc
ETHUSD,2022-01-31,2601.67,2706.77,2476.07,2686.94,444584.851,crypto,binance,ohlc
ETHUSD,2022-02-01,2686.94,2813.0,2673.52,2787.23,390034.27362,crypto,binance,ohlc
ETHUSD,2022-02-02,2787.48,2810.88,2612.72,2680.67,447852.1228,crypto,binance,ohlc
ETHUSD,2022-02-03,2680.25,2726.64,2576.05,2695.46,405043.3931,crypto,binance,ohlc
