symbol,date,open,high,low,close,volume
AAA,2020-02-01,50,50.450399999999995,49.95,50.4,100
BBB,2020-02-01,80,80,79.76,79.76,100
AAA,2020-02-02,50.4,50.854003199999994,50.349599999999995,50.8032,100
BBB,2020-02-02,79.76,79.76,79.52072000000001,79.52072000000001,100
AAA,2020-02-03,50.8032,51.26083522559999,50.7523968,51.209625599999995,100
BBB,2020-02-03,79.52072000000001,79.52072000000001,79.28215784000001,79.28215784000001,100
AAA,2020-02-04,51.209625599999995,51.67092190740479,51.15841597439999,51.6193026048,100
BBB,2020-02-04,79.28215784000001,79.28215784000001,79.04431136648002,79.04431136648002,100
AAA,2020-02-05,51.6193026048,52.08428928266403,51.5676833021952,52.0322570256384,100
BBB,2020-02-05,79.04431136648002,79.04431136648002,78.80717843238058,78.80717843238058,100
AAA,2020-02-06,52.0322570256384,52.500963596925345,51.980224768612764,52.44851508184351,100
BBB,2020-02-06,78.80717843238058,78.80717843238058,78.57075689708344,78.57075689708344,100
AAA,2020-02-07,52.44851508184351,52.92097130570075,52.39606656676167,52.86810320249826,100
BBB,2020-02-07,78.57075689708344,78.57075689708344,78.33504462639219,78.33504462639219,100
AAA,2020-02-08,52.86810320249826,53.34433907614636,52.81523509929576,53.29104802811825,100
BBB,2020-02-08,78.33504462639219,78.33504462639219,78.10003949251302,78.10003949251302,100
AAA,2020-02-09,53.29104802811825,53.77109378875553,53.237756980090126,53.71737641234319,100
BBB,2020-02-09,78.10003949251302,78.10003949251302,77.86573937403548,77.86573937403548,100
AAA,2020-02-10,53.71737641234319,54.201262539065574,53.66365903593085,54.147115423641935,100
BBB,2020-02-10,77.86573937403548,77.86573937403548,77.63214215591337,77.63214215591337,100
AAA,2020-02-11,54.147115423641935,54.634872639378095,54.092968308218296,54.58029234703107,100
BBB,2020-02-11,77.63214215591337,77.63214215591337,77.39924572944562,77.39924572944562,100
AAA,2020-02-12,54.58029234703107,55.071951620493124,54.525712054684035,55.01693468580732,100
BBB,2020-02-12,77.39924572944562,77.39924572944562,77.16704799225728,77.16704799225728,100
AAA,2020-02-13,55.01693468580732,55.512527233457064,54.96191775112151,55.45707016329378,100
BBB,2020-02-13,77.16704799225728,77.16704799225728,76.93554684828051,76.93554684828051,100
AAA,2020-02-14,55.45707016329378,55.95662745132472,55.401613093130486,55.900726724600126,100
BBB,2020-02-14,76.93554684828051,76.93554684828051,76.70474020773567,76.70474020773567,100
AAA,2020-02-15,55.900726724600126,56.40428047093532,55.844825997875525,56.347932538396925,100
BBB,2020-02-15,76.70474020773567,76.70474020773567,76.47462598711246,76.47462598711246,100
AAA,2020-02-16,56.347932538396925,56.8555147147028,56.29158460585853,56.798715998704104,100
BBB,2020-02-16,76.47462598711246,76.47462598711246,76.24520210915112,76.24520210915112,100
AAA,2020-02-17,56.798715998704104,57.31035883242043,56.7419172827054,57.25310572669374,100
